MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FstFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice
20,RL,13.23336675,8.78560039,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.868729739,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseF,6.819339369,0,0,9.385472528,0,0,1,0,2,0.717364158,TA,2.054106925,Typ,0,None,Detchd,1950,Unf,2,625,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,3900,32.40182362,11.74470315,1,0,0,0,1,0,0,11.60368896
60,RL,16.73500287,9.285256646,Pave,None,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,3.040151717,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,12.96507867,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,81.30566663,476.2251094,GasA,Ex,Y,SBrkr,6.534894098,1845.009095,0,10.54736412,0,0,2,1.070980668,4,0.717364158,Ex,2.600189118,Typ,0.925291399,Gd,BuiltIn,2009,Fin,3,680,TA,TA,Y,0,13.60967042,0,0,0,0,None,None,None,0,5,2010,New,Partial,4019,47.46923107,13.50640604,2.5,23.3387437,0,1,1,1,1,12.50432738
60,FV,17.50883516,9.328952052,Pave,None,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,3.040151717,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,78.37677695,Unf,0,80.99288402,596.9752835,GasA,Ex,Y,SBrkr,6.772893049,1454.219118,0,10.5273063,0,0,2,1.070980668,3,0.717364158,Gd,2.600189118,Typ,0.925291399,Gd,Attchd,2004,RFn,2,678,TA,TA,Y,0,18.48141554,0,0,0,0,None,GdWo,None,0,5,2010,WD,Normal,4009,48.76190408,13.78915493,2.5,34.72393359,0,1,1,1,1,12.44863051
60,RL,20.49179616,9.752985963,Pave,None,IR1,HLS,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,3.040151717,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,28.67332925,Gd,TA,PConc,Gd,TA,Mn,GLQ,27.37221823,Unf,0,112.3391698,814.447663,GasA,Ex,Y,SBrkr,7.099681512,1640.635233,0,10.97019239,0.994480501,0,2,1.070980668,4,0.717364158,Gd,2.747580062,Typ,0.925291399,Gd,Attchd,2006,RFn,2,576,TA,TA,Y,53.43116182,18.20391756,0,5.5731622,0,0,None,None,None,0,3,2006,New,Partial,4011,54.17424508,14.231703,3.5,85.60638532,0,1,1,1,1,12.6760794
20,RL,14.18297346,9.210590923,Pave,None,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,3.467927534,1984,1984,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,No,BLQ,180.4077469,Unf,0,67.90016564,728.4280912,GasA,TA,Y,SBrkr,6.982306387,0,0,9.688110392,0,0,2,0,3,0.717364158,TA,2.257835071,Typ,0,None,Attchd,1984,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,3968,45.531511,13.39299241,2,0,0,0,1,1,0,11.99843943
60,RL,18.43333933,9.413586875,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,3.040151717,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,33.95883951,Gd,TA,PConc,Ex,TA,Av,GLQ,250.66284,Unf,0,66.75984905,910.2065023,GasA,Ex,Y,SBrkr,7.216513729,1683.354751,0,11.12382889,0.994480501,0,2,1.070980668,3,0.717364158,Ex,2.882922152,Typ,1.756857061,Gd,BuiltIn,2003,Fin,3,726,TA,TA,Y,75.33391842,0,0,0,0,0,None,None,None,0,3,2008,WD,Normal,4007,56.21033052,15.3989181,3.5,70.51110691,0,1,1,1,1,12.92999391
20,RL,17.02903031,9.299719744,Pave,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,3.040151717,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,20.78120316,Gd,TA,PConc,Gd,TA,Mn,BLQ,284.7242727,Unf,0,49.71956521,893.7853513,GasA,Ex,Y,SBrkr,7.197383236,0,0,10.09448738,0,0,2,0,3,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,2005,RFn,2,532,TA,TA,Y,0,13.12677042,0,0,0,0,None,None,None,0,5,2010,New,Partial,4010,49.67730278,14.4867971,2,22.27907918,0,0,1,1,1,12.30138737
45,RL,12.60721444,8.522045757,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,3.467927534,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,87.86862394,536.6433322,GasA,Ex,Y,SBrkr,6.660712774,0,0,9.095191892,0,0,1,0,1,0.717364158,TA,1.819118684,Typ,0,None,None,0,None,0,0,None,None,Y,0,0,0,0,0,0,None,MnPrv,None,0,4,2007,WD,Normal,3912,39.9437277,11.31464416,1,0,0,0,0,1,0,11.54443382
40,RM,10.53411348,8.50408436,Pave,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,3.868729739,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,115.9381521,Unf,0,81.61760926,683.4310794,GasA,Gd,Y,FuseA,6.915230436,675.4111508,0,10.1817605,0,0,2,0,3,0.717364158,Gd,2.054106925,Typ,0,None,Detchd,1926,Unf,1,216,TA,TA,Y,0,0,16.08115451,0,0,0,None,None,None,0,10,2007,WD,Normal,3930,47.62388217,13.53271469,2,42.24979515,0,1,1,1,0,11.93164238
190,RL,13.47645607,9.117140225,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,3.868729739,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,ALQ,111.353888,Rec,8.606060389,25.29463544,402.5139947,GasA,Gd,Y,SBrkr,6.576311559,799.9558289,0,9.859987422,0.994480501,0,2,0,4,1.160275588,TA,2.257835071,Typ,0,None,None,0,None,0,0,None,None,Y,37.29603491,0,0,0,0,0,None,None,None,0,9,2008,WD,Normal,3939,41.95455163,13.38539448,3,35.39738956,0,1,0,1,0,11.75587949
20,RL,15.50745492,9.173694253,Pave,None,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3.040151717,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,No,LwQ,118.0897612,BLQ,12.79062936,60.37985362,933.9940765,GasA,Ex,Y,FuseA,7.381629394,0,0,10.44903284,0.994480501,0,1,0,2,0.717364158,TA,2.438139807,Typ,2.532862403,Gd,Attchd,1955,Fin,1,303,TA,TA,Y,84.56393138,0,0,0,17.2458216,0,None,GdWo,None,0,11,2009,COD,Normal,3948,52.097821,14.7748267,2,93.55264894,0,0,1,1,1,12.15478461
60,RL,16.13204619,9.160276773,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,3.040151717,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,23.68835777,Gd,TA,PConc,Ex,TA,No,GLQ,300.2969793,Unf,0,45.55158736,915.4976562,GasA,Ex,Y,SBrkr,7.239453447,806.2187381,0,10.72303641,0.994480501,0,1,1.070980668,3,0.717364158,Ex,2.600189118,Typ,0.925291399,Gd,Attchd,2007,Fin,3,789,TA,TA,Y,43.84730252,17.34305308,0,0,0,0,None,None,None,0,11,2007,New,Partial,4014,53.56505482,15.19204406,2.5,58.18577755,0,1,1,1,1,12.69350169
60,RL,13.47645607,8.918037978,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,3.040151717,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,85.35845685,513.2278443,GasA,Ex,Y,SBrkr,6.61372415,1330.805384,0,10.29682609,0,0,2,1.070980668,3,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,2004,Fin,2,440,TA,TA,Y,29.69086472,10.74306933,0,0,0,0,None,None,None,0,5,2007,WD,Normal,4008,46.21556066,13.12110426,2.5,36.72396604,0,1,1,1,1,12.1199754
20,RL,16.0295114,9.605993817,Pave,None,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,3.467927534,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,33.70574387,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,128.9599707,970.3579863,GasA,TA,Y,SBrkr,7.295629165,0,0,10.28279738,0,0,2,1.070980668,2,0.717364158,TA,2.257835071,Typ,0.925291399,TA,Attchd,1981,RFn,2,511,TA,TA,Y,95.74388501,12.52218097,0,0,0,0,None,None,None,0,1,2006,WD,Normal,3962,51.56599591,13.0996174,2.5,95.50499401,0,0,1,1,1,12.33710529
50,RM,13.23336675,9.313734223,Pave,None,IR1,Lvl,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,3.467927534,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,113.5326366,Unf,0,51.45790665,445.7477173,GasA,TA,Y,SBrkr,6.629644205,0,4.708494468,9.895793946,0,0,1,1.070980668,2,0.717364158,TA,2.438139807,Typ,0,None,Detchd,1991,Unf,2,660,TA,TA,Y,53.13145978,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,3891,38.19041262,12.15762086,1.5,50.07999541,0,0,1,1,0,11.76369197
20,RL,21.05622572,10.23519012,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3.040151717,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,14.91011972,TA,TA,CBlock,TA,Gd,Gd,BLQ,176.0109311,Unf,0,58.12073745,645.8103446,GasA,Fa,Y,SBrkr,7.266505513,0,0,10.22679865,0.994480501,0,1,0,3,0.717364158,TA,2.438139807,Typ,1.756857061,Gd,Attchd,1960,Fin,2,528,TA,TA,P,48.9955965,12.31394411,0,0,0,0,None,None,None,0,5,2010,WD,Normal,3920,47.42875273,13.95510978,2,54.81173958,0,0,1,1,1,12.27839796
160,RL,11.12032701,8.48689404,Pave,None,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,3.868729739,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,144.8332504,Rec,9.04861891,50.94071674,637.0574782,GasA,Gd,Y,SBrkr,6.841292526,1046.423741,0,10.34674698,0.994480501,0,2,0,2,0.717364158,Gd,2.054106925,Typ,0.925291399,TA,Attchd,1987,RFn,2,504,Gd,TA,Y,80.38194963,9.046381781,0,0,0,0,None,None,None,0,6,2006,WD,Normal,3974,48.06320408,14.18149837,3,78.96372155,0,1,1,1,1,12.38422302
20,RL,15.50745492,9.125902374,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3.040151717,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,29.6485973,TA,TA,CBlock,TA,TA,No,ALQ,95.69821716,Rec,10.57014267,76.58631894,798.3871226,GasA,TA,Y,SBrkr,7.078742591,0,0,9.86933297,0.994480501,0,1,1.070980668,3,0.717364158,TA,2.257835071,Typ,0.925291399,TA,Attchd,1961,Unf,2,504,TA,TA,Y,0,6.597086203,0,0,0,0,None,None,None,0,6,2008,COD,Normal,3922,47.34762762,13.58758872,2.5,9.383500381,0,0,1,1,1,12.00151161
20,RL,11.54270402,9.318308834,Pave,None,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,3.040151717,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,16.13227231,TA,TA,CBlock,Gd,Fa,No,ALQ,319.6285957,LwQ,8.962432756,0,928.184678,GasA,TA,Y,SBrkr,7.263601891,0,0,10.22122377,0.994480501,0,2,0,3,0.717364158,TA,2.438139807,Min2,0.925291399,TA,Attchd,1986,Fin,2,616,TA,TA,Y,46.13592413,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,3972,50.75412437,15.01382227,3,43.60728804,0,0,1,1,1,12.12269647
20,RL,15.92636595,9.333843251,Pave,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,3.868729739,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,Gd,Av,ALQ,140.7917721,Unf,0,78.20293685,712.1952769,GasA,TA,Y,SBrkr,7.520586769,0,0,10.72041778,0.994480501,0,2,0,4,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,1950,Unf,2,576,TA,TA,Y,0,8.14968331,7.935574311,0,0,0,None,MnPrv,None,0,6,2007,WD,Normal,3951,51.37091314,14.36671639,3,21.84771398,0,0,1,1,1,12.40082084
60,RL,17.22244871,9.109664104,Pave,None,IR1,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,3.040151717,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,22.4889542,Gd,TA,PConc,Gd,TA,No,GLQ,215.0626274,Unf,0,47.93817295,684.5185701,GasA,TA,Y,SBrkr,6.927705704,1356.726488,0,10.63298584,0,0.682665815,2,1.070980668,4,0.717364158,TA,2.600189118,Typ,0.925291399,TA,Attchd,1988,Unf,2,521,TA,TA,Y,0,23.93955762,0,0,19.93113736,0,None,None,None,0,9,2007,WD,Normal,3977,50.47468532,14.64747009,3,72.78775461,0,1,1,1,1,12.25961815
50,RL,14.52446121,9.410871457,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,3.040151717,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,CBlock,TA,TA,No,ALQ,27.37221823,BLQ,11.05344385,66.61635504,630.485374,GasA,Ex,Y,SBrkr,6.99779009,990.7536234,0,10.50122417,0.994480501,0,2,0,4,0.717364158,Gd,2.600189118,Typ,0.925291399,Gd,Attchd,1958,Unf,2,451,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,3916,48.98055056,14.10972206,3,0,0,1,1,1,1,12.05815831
20,RL,13.59652296,9.649183485,Pave,None,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,3.040151717,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,35.81600734,Ex,TA,PConc,Ex,TA,No,GLQ,404.3262566,Unf,0,47.21271796,1245.760155,GasA,Ex,Y,SBrkr,7.553776162,0,0,10.78575029,0.994480501,0,2,0,1,0.717364158,Ex,2.747580062,Typ,0.925291399,Gd,Attchd,2009,Fin,3,1166,TA,TA,Y,0,12.1020793,0,0,0,0,None,None,None,0,7,2009,New,Partial,4017,57.26914695,15.76834089,3,20.07494013,0,0,1,1,1,13.12603264
30,RM,13.23336675,8.950240733,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,3.467927534,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,92.85809004,584.2945878,GasA,TA,Y,SBrkr,6.75029023,0,0,9.258598148,0,0,1,0,2,0.717364158,TA,2.054106925,Typ,0,None,Detchd,1935,Unf,2,480,Fa,TA,N,0,0,16.11913871,0,0,0,None,None,None,0,7,2007,WD,Normal,3929,41.43080223,11.55623662,1,42.4017933,0,0,1,1,0,11.51293546
160,FV,14.8035219,7.586508331,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,3.040151717,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,28.67332925,Gd,TA,PConc,Gd,TA,No,GLQ,131.4454972,Unf,0,47.93817295,466.0870244,GasA,Ex,Y,SBrkr,6.528649651,1131.09652,0,10.07536613,0,0,2,1.070980668,3,0.717364158,Gd,2.054106925,Typ,0.925291399,TA,Detchd,2000,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,4000,44.17939377,13.49611901,2.5,0,0,1,1,1,1,12.08391066
70,RL,12.47860071,8.836942256,Pave,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,3.467927534,1920,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,LwQ,111.5966296,Unf,0,58.12073745,486.9043701,GasA,Gd,Y,SBrkr,6.681235947,1364.833601,0,10.38313734,0,0,1,1.070980668,4,0.717364158,TA,2.747580062,Typ,0.925291399,Gd,Detchd,1920,Unf,1,216,Fa,TA,Y,0,0,8.033841389,0,0,0,None,None,None,0,7,2006,WD,Normal,3870,46.46092075,13.7688499,1.5,15.22339133,0,1,1,1,1,12.20657752
20,RL,13.23336675,9.010328469,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,3.467927534,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,13.97770553,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,7.063090757,0,0,9.839811294,0,0,1,0,3,0.717364158,TA,2.438139807,Typ,0.925291399,Gd,Attchd,1957,RFn,1,252,TA,TA,Y,32.83963084,0,0,5.654035768,0,0,None,MnPrv,None,0,6,2007,WD,Normal,3963,35.83647786,12.42593171,1,57.93010244,0,0,1,0,1,11.69525536
50,RM,13.59652296,9.237118495,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,3.040151717,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,113.6777855,798.3871226,GasA,Ex,Y,SBrkr,7.078742591,1073.53518,0,10.6529404,0,0,2,1.070980668,3,0.717364158,Gd,2.257835071,Mod,0,None,Detchd,2003,Unf,2,484,TA,TA,N,59.39720742,24.45392365,0,0,0,0,None,None,None,0,6,2008,WD,Normal,4006,51.86514528,13.66965993,2.5,83.42489808,0,1,1,1,0,12.20607765
50,RL,16.73500287,8.817412557,Pave,None,IR1,Lvl,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,4.247350355,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,62.95587377,321.6641872,GasA,Gd,Y,SBrkr,6.717928841,444.6815811,0,9.71709968,0,0,1,0,3,0.717364158,TA,2.054106925,Typ,0,None,Attchd,1986,Unf,2,576,TA,TA,Y,30.49334311,0,0,0,0,0,None,MnPrv,None,0,6,2006,WD,Normal,3899,39.87237612,12.2409668,1,29.0515687,0,1,1,1,0,11.75195024
75,RM,16.53628583,9.918062427,Pave,None,IR2,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,4.607299063,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,0,100.5478764,660.5555202,GasA,Ex,Y,SBrkr,7.182938095,2385.840336,4.752027573,11.7101415,0,0,2,1.070980668,4,0.717364158,Ex,3.124834792,Typ,1.756857061,TA,Detchd,1993,Unf,3,840,Ex,TA,Y,0,25.54576672,0,0,28.45100419,0,None,GdPrv,None,0,6,2006,WD,Normal,3885,55.71006402,14.79713321,2.5,98.58348232,0,1,1,1,1,13.07107219
80,RL,14.74809688,9.101638995,Pave,None,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,3.040151717,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,170.0938588,Unf,0,68.25378371,704.6080323,GasA,Ex,Y,SBrkr,6.970526988,0,0,9.666083948,0.994480501,0,2,0,3,0.717364158,Gd,2.257835071,Typ,0,None,Attchd,1990,Unf,2,497,TA,TA,Y,42.174423,7.829338084,0,0,0,0,None,GdPrv,None,0,6,2009,WD,Normal,3981,45.10272238,13.29440669,3,44.05467646,0,0,1,1,0,12.06105265
50,RL,13.23336675,9.1461089,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3.868729739,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,73.94883159,411.6508184,GasA,Ex,Y,SBrkr,6.576311559,1048.017255,3.954622571,10.22679865,0,0,2,1.070980668,3,0.717364158,TA,2.600189118,Min2,0,None,Detchd,1916,Unf,1,180,Fa,Fa,N,0,0,0,5.360457771,0,0,None,MnPrv,None,0,8,2009,WD,Normal,3903,43.34121849,12.7591597,2.5,35.39738956,0,1,1,1,0,11.81303746
90,RL,13.71563562,8.760553969,Pave,None,Reg,Bnk,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,3.040151717,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,22.75812782,TA,TA,CBlock,Gd,TA,Av,GLQ,263.7137562,Unf,0,0,649.0897744,GasA,TA,Y,SBrkr,6.976042085,0,0,9.676393742,1.981525248,0,0,2.244785831,2,1.160275588,TA,2.257835071,Typ,1.756857061,TA,Detchd,1979,Unf,2,528,TA,TA,Y,33.60293085,0,0,0,0,0,None,None,None,0,6,2009,WD,Alloca,3958,44.39811862,13.97434107,3,31.95567765,0,0,1,1,1,11.94039991
120,RL,10.68330956,8.413546356,Pave,None,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,3.040151717,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,276.0164445,Unf,0,58.04175228,921.3145901,GasA,Ex,Y,SBrkr,7.229258937,0,0,10.15539859,0.994480501,0,1,1.070980668,0,0.717364158,Ex,2.054106925,Typ,0.925291399,Gd,Attchd,2001,Fin,2,682,TA,TA,Y,0,17.34305308,0,0,21.44442222,0,None,None,None,0,8,2008,WD,Normal,4003,50.32175526,14.49120745,2.5,63.90651169,0,0,1,1,1,12.56375059
70,RL,14.41145359,9.161016778,Pave,None,Reg,Bnk,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,4.247350355,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,Gd,Gd,No,Rec,97.98168238,Unf,0,66.75984905,520.4860705,GasA,TA,Y,SBrkr,7.202356905,1818.550027,0,11.16582702,0,0,2,1.070980668,3,0.717364158,Gd,2.882922152,Maj1,1.756857061,TA,Detchd,1932,Unf,2,440,TA,TA,Y,0,13.51450544,0,0,0,0,None,None,None,0,12,2007,WD,Normal,3926,52.64944545,14.78498332,2.5,23.12887438,0,1,1,1,1,12.66033109
60,RL,14.74809688,8.821873668,Pave,None,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,4.607299063,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,16.47780159,TA,TA,CBlock,TA,TA,No,ALQ,173.2716595,Unf,0,23.43654371,448.5777762,GasA,Gd,Y,SBrkr,6.471872477,1127.893475,0,10.01934983,0.994480501,0,1,1.070980668,4,0.717364158,Gd,2.438139807,Typ,0,None,Attchd,1972,Fin,2,484,TA,TA,Y,0,8.609135386,0,0,0,0,None,None,None,0,6,2007,WD,Normal,3976,43.58998925,13.70166195,2.5,13.04923064,0,1,1,1,0,12.12269647
20,RL,14.18297346,9.005677019,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,3.040151717,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,159.1446678,Unf,0,87.21610035,835.2818079,GasA,Ex,Y,SBrkr,7.126234352,0,0,9.959168716,0.994480501,0,2,0,3,0.717364158,Gd,2.257835071,Typ,0,None,Attchd,1999,Fin,2,666,TA,TA,Y,0,9.046381781,0,0,0,0,None,None,None,0,9,2009,WD,Normal,3998,48.26732192,13.53998626,3,13.88472341,0,0,1,1,0,12.16525586
160,RM,7.829827593,7.758180745,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,3.040151717,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,10.0073772,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,92.97187636,585.3982813,GasA,Ex,Y,SBrkr,6.752276992,1103.889955,0,10.28496201,0,0,2,0,3,0.717364158,Gd,2.438139807,Maj1,0,None,Detchd,2004,Unf,2,380,TA,TA,Y,0,9.733136493,0,0,0,0,None,None,None,0,5,2006,WD,Normal,4008,47.04138299,13.10293221,2,15.22339133,0,1,1,1,0,11.77529742
20,RL,13.23336675,8.782879262,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,3.868729739,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,120.7028822,Unf,0,60.6868482,526.6201851,GasA,TA,Y,SBrkr,6.640856021,0,0,9.059150029,0,0,1,0,3,0.717364158,TA,2.054106925,Typ,0,None,Detchd,1989,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,3944,39.6210175,12.24529292,1,0,0,0,1,1,0,11.75195024
160,RL,7.829827593,7.659259066,Pave,None,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,3.467927534,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,160.4449081,Unf,0,45.08272251,521.6018696,GasA,TA,Y,SBrkr,6.630771303,884.7705285,0,9.99074007,0,0,2,1.070980668,3,0.717364158,TA,2.438139807,Typ,0.925291399,TA,Attchd,1976,Unf,2,440,TA,TA,Y,27.00286885,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,3952,44.40562986,13.58472279,2.5,25.78425304,0,1,1,1,1,11.90834697
